"student_id","age","gender","residency","socioeconomic_status","parental_education","family_income","distance_to_university","study_hours_weekly","attendance_rate","library_usage","extracurricular_activities","internet_access","device_ownership","previous_grade","math_score","science_score","english_score","study_group_participation","scholarship_status","campus_housing","part_time_job","commute_time","sleep_hours","stress_level","course_load","faculty","year_of_study","mobile_money_usage","health_status","academic_performance","study_hours_binned","income_binned","total_score"
4428,26,"Male","Rural","Middle","Primary",30542.47,36.6,16.3,0.895148158539087,4.3,"Sports","Yes","Laptop",85,59,56.8,81.4,"No","Partial","On-Campus","Yes",1.7,7.3,"Moderate",17.3,"Arts","2nd",4241.11,"Good","Excellent","Moderate","Medium-High",65.7333333333333
4429,20,"Female","Urban","Middle","Primary",10211.84,14.6,15.8,0.930852149962448,8.9,"None","Yes","Smartphone",52.6,50.1,50.8,34.8,"Yes","Partial","On-Campus","No",-11.6,8.2,"Low",15.2,"Education","3rd",792.66,"Excellent","Average","Moderate","Low",45.2333333333333
4430,19,"Male","Urban","Low","Secondary",21732.46,93.5,8.8,0.745085227768868,5.7,"Both","Yes","Smartphone",78.1,77.8,52.1,47.9,"No","Full","Off-Campus","No",21.8,7.5,"Moderate",17.9,"Arts","2nd",7156.51,"Excellent","Average","Low","Medium-Low",59.2666666666667
4431,29,"Male","Urban","Low","Secondary",30363.05,88.9,11.3,0.580484589096159,4.7,"Both","Yes","None",71.8,78.9,75.1,73.9,"Yes","None","On-Campus","Yes",40.8,4.5,"High",13.7,"Education","3rd",3642.62,"Excellent","Average","Moderate","Medium-High",75.9666666666667
4432,27,"Female","Urban","Middle","Secondary",15445.49,68.1,14.8,0.67448200576473,3.8,"None","Yes","Laptop",43.1,52.1,63.9,51.8,"Yes","None","Off-Campus","Yes",1.3,8,"Moderate",14.4,"Arts","3rd",5544.38,"Good","Good","Moderate","Medium-Low",55.9333333333333
4433,22,"Male","Rural","Low","Primary",24533.57,48.9,16.3,0.518074970226735,8.6,"Clubs","Yes","None",90.3,54.4,86.8,48.3,"Yes","None","On-Campus","No",37.3,8.4,"High",14.3,"Business","4th",4470.07,"Fair","Poor","Moderate","Medium-Low",63.1666666666667
4434,25,"Female","Urban","Middle","Secondary",44285.49,33,19.1,0.624817231670022,8.1,"Sports","Yes","Laptop",71.7,54.6,49.2,72.8,"No","Partial","Off-Campus","No",29.1,7.5,"Low",9.8,"Engineering","3rd",1938,"Excellent","Good","Moderate","High",58.8666666666667
4435,19,"Female","Urban","Low","Primary",56473.01,69.2,18.9,NA,6.5,"Both","Yes","Both",51.9,NA,62.8,69.6,"Yes","None","Off-Campus","Yes",26.1,7.3,"Moderate",13.9,"Education","4th",4487.41,"Good",NA,"Moderate","High",66.2
4436,24,"Male","Urban","Low","Tertiary",-19069.28,50.8,19.6,0.878398568835109,0.7,"Sports","Yes","Both",61.2,70.8,66.6,71.4,"No","None","Off-Campus","No",42.9,6.2,"Low",13.5,"Sciences","1st",596.21,"Fair","Excellent","Moderate","Low",69.6
4437,26,"Other","Rural","Low","Secondary",27918.49,78.6,9.3,0.740189138799906,2.9,"None","Yes","Both",78,68.5,41.9,56.5,"Yes","None","On-Campus","No",31.2,8.6,"Low",20.9,"Sciences","4th",4298.07,"Good","Good","Low","Medium-High",55.6333333333333
4438,30,"Male","Urban","Middle","Tertiary",28862.66,36.5,18.5,0.654638908803463,3.7,"Sports","Yes","None",79.3,63.8,42.2,56.4,"Yes","Partial","On-Campus","No",32.5,3.9,"Moderate",18.4,"Sciences","2nd",5403.58,"Excellent","Good","Moderate","Medium-High",54.1333333333333
4439,25,"Female","Urban","Middle","Tertiary",27182.89,15.7,22.1,0.865083385724574,5.6,"Sports","Yes","Both",45,72.6,55.5,61,"No","Full","Off-Campus","No",31.9,6.5,"Moderate",16,"Engineering","1st",5283.13,"Good","Excellent","High","Medium-High",63.0333333333333
4440,23,"Female","Urban","High","None",NA,13.9,14,0.773633117903955,5,"Sports","Yes","Smartphone",84.7,64.7,53,65.3,"No","Full","Off-Campus","No",40.9,5.9,"High",13.1,"Arts","2nd",1884.75,"Excellent","Poor","Moderate",NA,61
4441,17,"Male","Rural","Middle","Primary",5867.34,20.5,16.6,0.634557793615386,9.9,"None","Yes","Both",77.3,67.1,42.9,67.6,"Yes","None","Off-Campus","No",36.8,6.5,"High",23.1,"Sciences","4th",2043.02,"Fair","Poor","Moderate","Low",59.2
4442,28,"Female","Urban","Middle","Primary",NA,41,13.4,0.774539729114622,9.4,"Both","Yes","None",86.7,62.9,66.4,50.3,"Yes","Partial","On-Campus","No",17.3,6.4,"Low",13.9,"Education","3rd",2444.91,"Good","Average","Moderate",NA,59.8666666666667
4443,19,"Male","Rural","Middle","Primary",21679.28,8.7,12.5,0.983652318478562,6.3,"None","Yes","None",80,35.1,36.7,41,"Yes","None","Off-Campus","No",32.3,7.8,"High",15.8,"Arts","1st",4165.03,"Excellent","Poor","Moderate","Medium-Low",37.6
4444,19,"Male","Urban","Low","Primary",25336.84,74.9,9.7,0.557112568872981,4.3,"Sports","Yes","Both",88.7,36.2,67.8,38.5,"Yes","Full","On-Campus","No",52.1,7.4,"Low",17.2,"Education","4th",1966.27,"Good","Poor","Low","Medium-High",47.5
4445,19,"Female","Rural","Low","Tertiary",-860.91,9.9,23.1,0.884808763046749,3.2,"Sports","No","Laptop",74.3,77,49.1,57,"No","Full","On-Campus","No",22.5,3.7,"High",13.2,"Arts","3rd",-1008.84,"Good","Good","High","Low",61.0333333333333
4446,25,"Male","Rural","Middle","Secondary",2976.9,93.5,22.5,0.88254453940317,5,"Sports","No","Both",61.3,45.8,65.5,62.5,"No","Partial","Off-Campus","No",33,7.1,"Low",15.9,"Engineering","3rd",3920.35,"Good","Good","High","Low",57.9333333333333
4447,17,"Female","Urban","Low","Secondary",8636.41,94.7,7.2,0.85543811111711,7.8,"None","Yes","Both",72.6,NA,72.3,81.9,"No","None","On-Campus","No",25.4,7.8,"Moderate",14.5,"Education","1st",2349.6,"Good",NA,"Low","Low",77.1
4448,22,"Male","Urban","Low","Secondary",33567.51,6.4,12.6,0.900736756506376,-3.7,"Clubs","Yes","Smartphone",83.7,30.2,70.1,72,"Yes","Partial","On-Campus","No",32.9,7,"Moderate",9.1,"Education","2nd",2517.26,"Good","Average","Moderate","Medium-High",57.4333333333333
4449,19,"Male","Rural","High","Primary",19713.29,7.1,14,0.751379052642733,9,"Clubs","Yes","None",76.2,42.2,46,72.2,"Yes","None","On-Campus","Yes",20.9,9.4,"High",14.8,"Arts","2nd",1358.44,"Fair","Poor","Moderate","Medium-Low",53.4666666666667
4450,18,"Female","Urban","Middle","Secondary",37524.91,65.9,13.3,0.69765779026784,1,"Sports","Yes","Both",76.6,63.3,53.8,37.2,"No","Full","On-Campus","No",12.2,7.7,"Low",14.7,"Engineering","4th",1466.01,"Fair","Good","Moderate","High",51.4333333333333
4451,19,"Male","Rural","Low","Secondary",32532.41,34.5,19.1,0.502905730041675,5.3,"None","Yes","None",72.8,44.5,54.6,41,"Yes","Partial","On-Campus","No",28.3,8.2,"Low",12.5,"Arts","4th",3066.16,"Good","Poor","Moderate","Medium-High",46.7
4452,25,"Male","Urban","Middle","Tertiary",10132.18,68.2,14.4,0.564480260713026,3.9,"Clubs","Yes","Laptop",42.7,73.3,38.9,58.1,"Yes","None","On-Campus","Yes",33.4,6,"High",13.1,"Business","3rd",2854.74,"Excellent","Poor","Moderate","Low",56.7666666666667
4453,26,"Female","Rural","High","None",15276.7,24.5,13.8,0.774750881944783,5.1,"Sports","Yes","Both",86.7,37.9,75.5,80.9,"Yes","Full","On-Campus","No",10.8,6,"High",17.6,"Education","2nd",1978.59,"Excellent","Average","Moderate","Medium-Low",64.7666666666667
4454,28,"Other","Urban","Low","Primary",36663.08,24.1,17.6,0.59952083195094,7.8,"Both","Yes","Smartphone",80.9,69.1,55.9,47.5,"Yes","None","On-Campus","Yes",48.9,6.5,"Moderate",15.7,"Business","3rd",3910.54,"Excellent","Good","Moderate","High",57.5
4455,28,"Male","Urban","Middle","Primary",15589.44,11.1,18.8,0.728326535318047,8.2,"None","Yes","Laptop",52,74.3,65,89.3,"Yes","Partial","On-Campus","Yes",9,8,"Moderate",14.8,"Sciences","2nd",3608.38,"Good","Good","Moderate","Medium-Low",76.2
4456,26,"Female","Urban","Low","Secondary",NA,6.2,11.8,0.555526826297864,7.1,"Sports","Yes","Laptop",58.4,64.8,55.2,82.5,"Yes","Partial","Off-Campus","No",38.6,6.9,"Low",17,"Business","3rd",4321.98,"Fair","Good","Moderate",NA,67.5
4457,18,"Female","Urban","Middle","Tertiary",22738.77,3.5,18.3,0.721708157798275,0.9,"Both","No","Laptop",63.6,49.2,68.1,47.9,"No","None","On-Campus","No",38.1,8.2,"Low",15.5,"Education","3rd",4241.24,"Good","Good","Moderate","Medium-Low",55.0666666666667
4458,29,"Male","Urban","Middle","Primary",36355.78,72.4,19.4,0.500777111737989,3.7,"Both","Yes","Smartphone",83,37.3,63.8,83.3,"No","Full","Off-Campus","No",21,6.3,"Low",19.8,"Education","4th",4188.23,"Good","Excellent","Moderate","High",61.4666666666667
4459,29,"Female","Urban","Middle","Tertiary",NA,29.7,20.7,NA,5.6,"Both","Yes","Laptop",85.4,57.2,53.8,72.6,"No","None","On-Campus","No",25.6,6.6,"Moderate",13.3,"Business","3rd",847.02,"Excellent",NA,"High",NA,61.2
4460,21,"Female","Urban","Middle","Tertiary",34720.1,4,16.3,0.619725835276768,0.7,"None","Yes","Laptop",72.5,32.1,43.9,58.5,"No","Partial","On-Campus","No",7.7,8.4,"Moderate",16.1,"Education","1st",4897.29,"Fair","Average","Moderate","Medium-High",44.8333333333333
4461,26,"Other","Urban","Low","Tertiary",49243.92,1.5,14.4,0.627427668892778,9.7,"Clubs","Yes","Smartphone",57.1,74.4,69.6,62.6,"No","None","Off-Campus","No",38,7.6,"Low",17.2,"Engineering","2nd",742.65,"Fair","Average","Moderate","High",68.8666666666667
4462,24,"Female","Rural","Low","Secondary",29562.78,6,14.4,0.876240356476046,4,"Sports","Yes","Laptop",98.9,55.4,49.9,41.9,"Yes","Partial","Off-Campus","No",17.9,6.6,"High",15.8,"Education","1st",-1519.47,"Fair","Good","Moderate","Medium-High",49.0666666666667
4463,30,"Male","Urban","High","Secondary",22670.15,72.8,20,0.987832128652371,0.9,"Sports","Yes","Both",86.7,43.8,41.1,41.3,"Yes","Partial","On-Campus","Yes",23.1,7.8,"Moderate",14.2,"Sciences","2nd",3856.09,"Excellent","Excellent","High","Medium-Low",42.0666666666667
4464,20,"Female","Rural","Middle","Secondary",15475.59,6.1,21.4,NA,2.5,"None","Yes","Both",86.3,78.3,48,52,"Yes","Partial","Off-Campus","No",43.4,10.5,"High",19.4,"Engineering","3rd",3796.22,"Excellent",NA,"High","Medium-Low",59.4333333333333
4465,25,"Other","Urban","Middle","Primary",45908.09,73.3,24,0.696627048077062,10.4,"None","Yes","Smartphone",40.5,45.3,74.5,52.5,"No","None","On-Campus","Yes",10.9,9.1,"High",11.9,"Engineering","4th",2477.06,"Excellent","Average","High","High",57.4333333333333
4466,25,"Female","Rural","Low","Secondary",39802.78,3.5,19.3,0.906393681885675,8.9,"Sports","Yes","Laptop",53.5,40.6,56.7,84.6,"Yes","Partial","Off-Campus","No",58.2,8.1,"Moderate",16.1,"Arts","3rd",4637.01,"Good","Excellent","Moderate","High",60.6333333333333
4467,18,"Other","Rural","Low","Secondary",46510.71,68.4,15.2,NA,2.2,"Clubs","Yes","Both",92.4,37.4,46.6,46.5,"No","Full","Off-Campus","No",30.5,8.4,"High",12,"Business","3rd",2796.65,"Good",NA,"Moderate","High",43.5
4468,30,"Female","Urban","Low","Secondary",39294.83,29.7,13.7,0.675490751862526,0.9,"None","Yes","Laptop",85.2,58.2,72.6,46.5,"No","Partial","On-Campus","No",41,7,"High",13.2,"Sciences","3rd",5708.13,"Excellent","Poor","Moderate","High",59.1
4469,17,"Male","Urban","Low","Primary",NA,75,7.2,0.500047802343033,3.7,"None","Yes","Laptop",66.2,57.8,54.7,71.3,"No","Partial","Off-Campus","No",27.3,5.6,"Moderate",18,"Arts","4th",2346.85,"Good","Poor","Low",NA,61.2666666666667
4470,18,"Male","Rural","Middle","Secondary",5511.52,53.1,17.2,0.660992634831928,7.1,"Sports","Yes","Both",40.3,67.2,62.5,74.4,"No","None","Off-Campus","No",15.1,7.4,"High",8.5,"Arts","4th",2134.37,"Fair","Average","Moderate","Low",68.0333333333333
4471,25,"Male","Urban","Middle","Tertiary",45203.63,79,19.5,0.865455970284529,7,"Clubs","Yes","Both",44.9,40.1,42.1,58.9,"No","None","On-Campus","No",23.6,9.2,"High",21,"Business","2nd",3448.43,"Good","Good","Moderate","High",47.0333333333333
4472,22,"Female","Urban","Middle","Tertiary",14792.8,46,9.5,0.985401397803798,8.6,"Both","Yes","Laptop",78.8,65,81.8,88.5,"No","None","Off-Campus","No",25.3,5.3,"Low",13.9,"Education","2nd",3273.31,"Good","Excellent","Low","Low",78.4333333333333
4473,18,"Male","Urban","Middle","Secondary",NA,68,16.6,0.786962591810152,2.4,"None","Yes","Both",72.7,57.6,65.9,66.8,"Yes","None","Off-Campus","Yes",38,4.1,"Moderate",15.4,"Education","3rd",1262.31,"Good","Good","Moderate",NA,63.4333333333333
4474,22,"Female","Urban","Low","Tertiary",NA,78.5,5.1,0.974403405445628,9.7,"Sports","Yes","Both",89,54,49,78.6,"Yes","None","On-Campus","No",39.5,7.2,"High",16.6,"Education","2nd",2014.84,"Excellent","Poor","Low",NA,60.5333333333333
4475,19,"Female","Urban","Middle","Secondary",2638.91,35.3,17.1,0.590648517361842,4.2,"Clubs","Yes","Smartphone",98.8,70,41.1,69,"Yes","Partial","On-Campus","No",11.9,8.1,"Moderate",9.1,"Sciences","3rd",2649.09,"Fair","Average","Moderate","Low",60.0333333333333
4476,28,"Male","Urban","Middle","None",25284.78,11.5,19.9,0.852396754431538,9.2,"Clubs","Yes","Laptop",66.5,30.2,65.9,72.7,"Yes","None","On-Campus","No",52.7,7.6,"Moderate",14.8,"Arts","2nd",1281.87,"Fair","Excellent","Moderate","Medium-Low",56.2666666666667
4477,23,"Female","Rural","Middle","Primary",20654.34,52.8,21.6,0.750867363298312,4.4,"Clubs","No","None",46.1,71.1,30.6,53.9,"Yes","None","On-Campus","Yes",25.4,7,"Moderate",9.8,"Sciences","1st",4459.02,"Good","Average","High","Medium-Low",51.8666666666667
4478,19,"Male","Urban","Low","Primary",25163.99,14.9,22.1,0.592287978157401,4.2,"None","Yes","Laptop",98.7,57.2,73.3,60.8,"Yes","Partial","Off-Campus","No",12.3,8.2,"Moderate",16.5,"Business","1st",2305.01,"Excellent","Excellent","High","Medium-Low",63.7666666666667
4479,26,"Female","Urban","High","Secondary",866.11,90.2,11.9,0.864604159607552,8.2,"Sports","Yes","Smartphone",82.1,67,58.5,70.4,"No","Partial","Off-Campus","No",70.7,7.6,"Moderate",15.4,"Business","4th",2824.91,"Fair","Average","Moderate","Low",65.3
4480,19,"Male","Urban","Middle","Primary",24185.81,53.4,6.1,0.870882072020322,1.2,"Clubs","Yes","Smartphone",82.5,50.5,62.5,60.5,"Yes","Partial","Off-Campus","No",23.3,6.2,"Moderate",17.9,"Education","1st",3581.44,"Fair","Poor","Low","Medium-Low",57.8333333333333
4481,28,"Female","Urban","Low","Primary",11520.99,6.9,9.4,0.619920987635851,13,"Clubs","No","Smartphone",99.7,55.4,35.1,84,"Yes","None","On-Campus","Yes",33.2,10.6,"Low",13.6,"Arts","1st",2983.36,"Excellent","Poor","Low","Low",58.1666666666667
4482,27,"Female","Urban","Middle","Tertiary",29443.86,60.1,21,0.686656650155783,2.9,"Sports","Yes","Laptop",67.6,46.5,47.8,36.8,"Yes","None","On-Campus","No",9.1,4.3,"Low",15.7,"Arts","2nd",5792.03,"Good","Good","High","Medium-High",43.7
4483,28,"Female","Rural","Middle","Primary",13881.09,34.1,22.2,0.871172333485447,-5.6,"None","Yes","Both",75,61.3,51.3,42.7,"Yes","None","Off-Campus","Yes",72.4,6.1,"Moderate",18.2,"Engineering","1st",519.2,"Good","Excellent","High","Low",51.7666666666667
4484,28,"Male","Urban","Low","Secondary",24739.57,89.6,21.8,0.94588971871417,5.5,"Both","Yes","Laptop",89.2,42.6,52.2,71.2,"No","None","Off-Campus","No",35.5,7.9,"High",13.1,"Education","1st",3033.98,"Fair","Excellent","High","Medium-Low",55.3333333333333
4485,20,"Male","Rural","Middle","Primary",-3399.99,26.2,22.7,0.588738354621455,7.5,"Sports","Yes","Laptop",48.3,47.9,45.9,70.3,"No","None","Off-Campus","No",44.2,7.2,"Moderate",14.5,"Education","4th",1619.51,"Excellent","Good","High","Low",54.7
4486,29,"Female","Urban","Middle","Secondary",24955.54,76.3,16.1,0.929884971235879,3.4,"Sports","Yes","Laptop",90.3,61.8,36.1,61.7,"No","None","On-Campus","No",60.1,4.7,"Moderate",15.2,"Arts","2nd",2129.9,"Fair","Good","Moderate","Medium-Low",53.2
4487,22,"Female","Urban","Middle","Secondary",16559.82,14.7,19.1,0.50403693842236,2.3,"Sports","Yes","Both",89.3,80.7,60.2,45.8,"No","None","Off-Campus","No",44.4,8.5,"Moderate",19.1,"Arts","4th",3492.15,"Good","Average","Moderate","Medium-Low",62.2333333333333
4488,28,"Male","Rural","Low","Secondary",NA,62.6,15.4,0.754944341140799,4.3,"Clubs","No","Both",91.2,63.5,60.7,53.7,"No","Full","On-Campus","No",44.8,6.1,"Moderate",13.6,"Engineering","4th",4691.7,"Fair","Average","Moderate",NA,59.3
4489,29,"Male","Rural","Low","Secondary",52581.52,96.5,22.1,0.501047799363732,1.1,"None","Yes","Both",48.4,59.4,34.7,48.8,"Yes","None","Off-Campus","Yes",42,9.1,"Moderate",14.1,"Engineering","2nd",3421.22,"Excellent","Average","High","High",47.6333333333333
4490,25,"Female","Rural","Low","Secondary",18931.43,18.7,13.6,0.699343514395878,6.5,"Sports","Yes","None",83.3,45.5,63,72.6,"Yes","None","On-Campus","No",24.3,6.2,"High",9.8,"Sciences","4th",2307.2,"Good","Average","Moderate","Medium-Low",60.3666666666667
4491,21,"Male","Urban","Low","Primary",20007.38,49.8,10.9,0.645429557887837,8.5,"Both","Yes","Laptop",49.3,47.7,49.2,59.6,"Yes","Partial","On-Campus","No",42.7,8.7,"Moderate",14.2,"Engineering","2nd",1848.23,"Good","Poor","Moderate","Medium-Low",52.1666666666667
4492,22,"Female","Rural","Middle","Primary",26232.72,58.4,19.1,0.824154648464173,2,"Clubs","Yes","None",53.2,NA,57.7,53.1,"Yes","None","On-Campus","No",30.1,7.2,"Moderate",17.3,"Engineering","2nd",6243.79,"Excellent",NA,"Moderate","Medium-High",55.4
4493,28,"Other","Urban","Middle","Secondary",42605.03,82.5,20,0.954689704929478,4,"Both","Yes","None",60.9,51.1,89,49.1,"Yes","None","On-Campus","No",33,5.7,"Low",10.1,"Business","2nd",4707.49,"Good","Good","High","High",63.0666666666667
4494,26,"Female","Rural","Low","Primary",54000.36,83.6,18.1,0.838835983304307,7.3,"Both","No","None",92,62.9,30.6,77.2,"Yes","None","On-Campus","No",70.4,5.7,"High",19,"Arts","4th",6751.77,"Fair","Average","Moderate","High",56.9
4495,25,"Female","Urban","High","None",35985.99,49.7,22.5,0.829795653698966,4.2,"Both","No","Laptop",53.9,74.7,59.1,61.4,"No","Partial","Off-Campus","Yes",67.3,6.3,"Low",12.8,"Sciences","3rd",2372.84,"Fair","Excellent","High","High",65.0666666666667
4496,25,"Female","Urban","Low","Secondary",38085.96,75.8,12.3,0.938074312754907,7.8,"None","Yes","Both",85,47.7,71.7,69.6,"Yes","None","On-Campus","No",46.9,5.6,"Moderate",16.1,"Business","2nd",1203.91,"Fair","Average","Moderate","High",63
4497,21,"Male","Urban","Low","None",18140.31,29,19.9,0.68488741281908,2.3,"Sports","Yes","Both",90.9,84.5,57.3,56.2,"No","None","On-Campus","No",26.5,7.4,"High",14,"Business","2nd",7705.77,"Fair","Poor","Moderate","Medium-Low",66
4498,21,"Female","Rural","Middle","Secondary",23528.41,6.6,8.2,0.892527438118123,6.2,"Sports","Yes","Both",58.1,62.3,53.3,46.7,"No","None","Off-Campus","Yes",27.6,7.2,"High",14.6,"Arts","4th",1411.83,"Good","Poor","Low","Medium-Low",54.1
4499,19,"Male","Urban","Low","Secondary",31446.5,38.4,19.6,0.590422268374823,3.5,"Sports","Yes","Laptop",87.8,78.9,66.1,62.5,"Yes","None","On-Campus","No",26.5,7.7,"Low",15.9,"Engineering","3rd",4792.54,"Good","Excellent","Moderate","Medium-High",69.1666666666667
4500,28,"Male","Rural","Middle","Primary",11525.75,22.4,13.8,0.517658515484072,3.9,"Sports","Yes","Both",43.7,64.9,50.8,58.6,"No","None","On-Campus","Yes",30.9,10.5,"Low",15.5,"Education","2nd",1799.3,"Good","Average","Moderate","Low",58.1
4501,18,"Male","Urban","Middle","Primary",36235.38,35,7.3,0.810179484076798,12.1,"Both","Yes","Laptop",65.9,68.2,67.1,60.2,"Yes","None","On-Campus","No",47.1,6.7,"Moderate",16.4,"Arts","1st",6279.98,"Fair","Average","Low","High",65.1666666666667
4502,24,"Male","Urban","Low","Secondary",31294.03,21.1,15.6,0.989780603558756,4.8,"Clubs","Yes","None",47.7,75,58.1,26.9,"No","None","Off-Campus","No",20.4,6.8,"Moderate",10,"Arts","1st",4990.81,"Good","Excellent","Moderate","Medium-High",53.3333333333333
4503,20,"Other","Urban","Middle","Tertiary",1242.41,87.5,15.4,0.571306229569018,3.5,"None","No","Laptop",90.7,69.2,60.6,59.8,"Yes","Full","Off-Campus","Yes",20.4,5.4,"Low",12.3,"Business","1st",4557.2,"Fair","Poor","Moderate","Low",63.2
4504,18,"Male","Urban","Low","Secondary",6276.43,30.3,15.1,0.500142272794619,0.7,"Sports","Yes","Laptop",45.9,58.6,69.8,74.9,"No","None","Off-Campus","No",29,5.3,"Low",12.8,"Education","1st",527.2,"Fair","Good","Moderate","Low",67.7666666666667
4505,24,"Male","Urban","Middle","Secondary",15171.11,2.3,19.8,0.752056594705209,3.8,"Clubs","Yes","Smartphone",90.8,60.9,34.4,92.6,"Yes","None","Off-Campus","Yes",27.5,8.9,"Low",13.9,"Engineering","1st",-198.1,"Excellent","Good","Moderate","Low",62.6333333333333
4506,19,"Male","Urban","Middle","Secondary",19426.22,47.1,9,0.747124882997014,0.6,"Both","Yes","None",85.6,58.4,36.5,57.3,"No","None","Off-Campus","No",51,6.1,"High",11.2,"Education","4th",2484.4,"Good","Poor","Low","Medium-Low",50.7333333333333
4507,26,"Female","Urban","Middle","Primary",14975.92,7.8,23.5,0.538218675996177,2.2,"Sports","Yes","Laptop",65.4,45,46.7,51.4,"No","Partial","On-Campus","No",21.6,6.2,"Low",19.6,"Engineering","1st",2071.57,"Fair","Good","High","Low",47.7
4508,19,"Male","Rural","Low","Secondary",18988.93,9,15.3,0.965344571392052,1,"None","Yes","Both",74.8,57.4,59,38.6,"Yes","None","On-Campus","Yes",25.3,5.7,"Low",17.3,"Engineering","4th",3418.46,"Good","Excellent","Moderate","Medium-Low",51.6666666666667
4509,21,"Female","Rural","High","Tertiary",34829.23,48.6,13.9,0.648838100372814,7.3,"Clubs","Yes","Smartphone",42,66.1,96.6,61.2,"Yes","None","On-Campus","No",25.9,7.2,"Moderate",16.5,"Education","4th",1670.5,"Good","Good","Moderate","Medium-High",74.6333333333333
4510,23,"Male","Rural","Low","Primary",26106.91,6.8,18.1,0.872426253627054,3.9,"Clubs","No","Smartphone",64.6,78,54.2,72.4,"No","None","On-Campus","No",19.4,5.2,"High",12.6,"Engineering","2nd",2559.03,"Good","Average","Moderate","Medium-High",68.2
4511,22,"Female","Rural","Middle","Secondary",35648.85,97.2,15,0.795742050628178,0.2,"None","No","None",68.2,NA,78.7,71.3,"No","Full","Off-Campus","Yes",39.8,4.7,"High",15.4,"Engineering","1st",1421.86,"Excellent",NA,"Moderate","High",75
4512,29,"Female","Urban","Middle","Secondary",27190.37,6.7,13.9,0.787594376481138,3.5,"None","Yes","Both",70.8,73.1,49.6,68.5,"Yes","None","On-Campus","Yes",29.9,8.6,"Low",15.9,"Sciences","3rd",3796.54,"Good","Excellent","Moderate","Medium-High",63.7333333333333
4513,20,"Other","Rural","Low","Tertiary",15825.41,88.1,18.5,0.940896291751415,8.6,"Clubs","No","Both",72,52.4,62.2,77,"Yes","None","On-Campus","Yes",50.6,5.9,"Low",16.9,"Engineering","4th",1603.18,"Fair","Good","Moderate","Medium-Low",63.8666666666667
4514,29,"Male","Rural","Middle","Tertiary",47443.53,51.9,8.4,NA,7.3,"Sports","Yes","Laptop",87,72.9,55.7,49.5,"Yes","Full","On-Campus","Yes",25.8,5.4,"Moderate",19,"Business","2nd",1967.17,"Fair",NA,"Low","High",59.3666666666667
4515,28,"Male","Urban","Low","Secondary",21139.03,0.8,8,0.550225538434461,2.4,"Sports","Yes","Smartphone",92,65.9,71.9,68.9,"Yes","Partial","Off-Campus","No",35,7.4,"High",20.4,"Business","2nd",2457.51,"Good","Poor","Low","Medium-Low",68.9
4516,27,"Male","Rural","Middle","Secondary",21721.06,98.4,18,0.733777524437755,10.6,"None","Yes","Smartphone",82.6,57.3,62,62.9,"Yes","None","Off-Campus","Yes",21,8.9,"Low",12,"Business","3rd",5474.08,"Good","Good","Moderate","Medium-Low",60.7333333333333
4517,29,"Male","Urban","Low","Secondary",20002.77,15.2,6.3,0.538760549738072,1.6,"Sports","Yes","None",74.2,57.3,48.8,70.9,"Yes","Partial","On-Campus","No",35.4,5.8,"Moderate",13.6,"Engineering","3rd",4488.79,"Good","Average","Low","Medium-Low",59
4518,21,"Male","Urban","Middle","Tertiary",27310.02,82.2,14.5,0.595070075360127,9.7,"Both","Yes","Both",95.2,63.3,52.9,51.6,"Yes","Partial","Off-Campus","Yes",34.7,6,"Moderate",13.9,"Sciences","3rd",6035.89,"Excellent","Good","Moderate","Medium-High",55.9333333333333
4519,25,"Female","Urban","Low","Tertiary",20059.36,65.4,11.1,0.922828113776632,3.2,"Clubs","Yes","Smartphone",46.3,87.4,50.6,67.9,"Yes","None","Off-Campus","No",10.2,7.2,"High",16.1,"Arts","2nd",2452.03,"Good","Good","Moderate","Medium-Low",68.6333333333333
4520,24,"Male","Urban","Low","Primary",27968.99,97.6,14.6,0.656029130332172,6.5,"None","No","None",56.6,43,68.5,74.7,"No","None","Off-Campus","No",42.3,6.5,"High",16.4,"Arts","3rd",1655.49,"Good","Poor","Moderate","Medium-High",62.0666666666667
4521,23,"Female","Urban","Middle","Secondary",40824.41,98.6,18.4,0.755070819170214,3.6,"Both","Yes","Laptop",55.1,73.9,73.5,43.3,"No","Full","Off-Campus","No",2.3,7.9,"Low",12.7,"Sciences","4th",-301.33,"Fair","Excellent","Moderate","High",63.5666666666667
4522,19,"Male","Urban","Middle","Tertiary",44202.88,60.6,22.4,0.985169402440079,2.2,"Sports","Yes","Laptop",95.5,28.5,76.8,43.9,"Yes","None","Off-Campus","No",23.4,7.2,"Low",21.8,"Sciences","2nd",2716.61,"Excellent","Good","High","High",49.7333333333333
4523,24,"Female","Urban","Middle","Secondary",19185.75,26.3,9.2,NA,3.6,"Both","Yes","Both",76.2,58.9,44.7,88.4,"No","Partial","On-Campus","Yes",59,7.1,"Moderate",19.8,"Sciences","1st",535.28,"Fair",NA,"Low","Medium-Low",64
4524,27,"Female","Urban","Middle","Primary",12505.56,64.5,16.5,0.900060815503821,5.2,"Both","Yes","Smartphone",65.5,65.1,46,92.1,"Yes","None","On-Campus","Yes",56,4.6,"High",12.5,"Business","3rd",4628.83,"Fair","Average","Moderate","Low",67.7333333333333
